sentence,emotion
Tebeşir sesi.,disgust
yakınlarımın olası ölümleri,fear
genç görünüyorsun denildiğinde mutlu oluyorum.,happiness
Ablam  ve arkadaşlarım ile zaman geçirmek.,happiness
Bir hayvan severken mutlu oluyorum.,happiness
Yere düşen bir cipsi yiyen bir arkadaşıma.,disgust
Hedeflerime ulaştığım zaman.,happiness
Futbol turnuvasını kaybettiğim zaman.,sadness
Okulda gördüğüm  bir çocuk intihar ettiği zaman.,sadness
Öğretmenin bağırması ve masaya vurması.,fear
yemek sırasında önüme geçenlere çok sinirleniyorum.,anger
Beklemediğim bir anda pozitif bir olayın yaşanmasından mutlu olurum.,happiness
Oğlum yemek yerken öksürmeye başladığında acaba boğazına bir şey mi kaçtı diye korktum.,fear
Beşiktaş'ın başarılı olması.,happiness
Yakın arkadaşımın taşınacağını öğrendiğim an.,sadness
Televizyonda izlediğim haberlere üzülürüm.,sadness
Birisinin kusması.,disgust
"Benim çok fazla umursadığım bir şeyi karşımdakinin umursamaması , saygı göstermemesi.",anger
Yakınlarımdan birinin başına kötü bir olay gelmesinden ve kendimi yalnız hissettiğimde üzülürüm.,sadness
"Bu devletin var olduğu dönem ""İkinci Ermeni Cumhuriyeti"" olarak adlandırılmıştır .",neutral
Ağlamamak için zor tuttum kendimi..,sadness
sevdiğim insanların zor durumda olması beni korkutur ama yıldırmaz. Çünkü korkumun yanında her zaman bir umut da bulurum.,fear
Trafikte gereksiz tehlikeli hareketler yapan şoförlere.,anger
öne geçmişken tekrar yenilirse üzülürüm,sadness
Çeşitli Doğu Avrupa ülkelerinde Almanca konuşan azınlıklar bulunmaktadır .,neutral
bazı arkadaşlarımdan liseden sonra görüşememek.,sadness
Teşekkür aldığım zaman.,happiness
Benim seçimlerime saygı duyulmamasına kızıyorum,anger
Ölü böcek görmek.,disgust
Özellikle beyin hasarı geçiren hastaların sosyal etkileşimde yaşadıkları sorunlar dikkat çekmektedir .,neutral
Kız arkadaşım artık seni sevmiyorum dediği zaman.,sadness
biriyle konuşurken o kişinin başka taraflara bakarak beni dinlememesi ya da aniden başka birisiyle konuşmaya başlamasına sinirleniyorum.,anger
Ailemle geçirdiğim her an mutlu olurum.,happiness
Ayrıca kariyeri boyunca birçok devlet ve uluslararası kurumda da geçici görevler almıştır .,neutral
böceklerden farelerden tiksiniyorum.,disgust
SYAL'ı kazandığımda çok mutlu olmuştum.,happiness
Sınavdan yüksek not alınca.,happiness
Gereksizce verilen ödevlere.,anger
ilk bisiklet sahip olduğum zaman çok sevinmiştim.,happiness
Arkadaşlarımın kirli elleriyle bana dokunması beni tiksindiriyor,disgust
Köpek havlamasından korkarım.,fear
terk edilmekten dolayı çok kırgınım.,sadness
Çeşitli sağlık kurumlarında hekimlik ve medikal direktörlük görevlerinde bulundu .,neutral
Ayrıca Arnold ve Morgan Music Company adlı müzik mağazasında çalıştı .,neutral
Değer verdiğim insanın bana değer vermediğini anladığımda üzüldüm.,sadness
Mülteci bir çocuğun dayak yemesi.,sadness
Kalabalık ve kusmuk.,disgust
ağız kokusundan tiksinirim.,disgust
Söylediğim sözler yanlış anlaşılırsa öfkelenirim.,anger
Sevdiklerimin yanımda olduğu her an mutluyum.,happiness
Böcek gördüğümde.,disgust
tatile kuzenlerimin yanına gidince çok mutlu oldum,happiness
Göz göre göre yalan söylenmesi.,anger
"Sınavdan çalışmadığım yerden soru çıkması.
      Ailemden birisini kaybetmek.
      Arkadaşlarımın benden uzaklaşması.
      Yanlış anlaşılmak.",sadness
"""Atatürk'e"" kötü yorumlar yapıldığı zaman.",anger
Daha çok komedi filmlerinde komik tipleri canlandırdı .,neutral
Sınavlar bittiği zaman.,happiness
Ay sonu cebimde para olmamasından.,sadness
Mezun olduktan sonra Fransa denetleme mahkemesinde kurul üyesi olarak çalışmaya başladı .,neutral
Gece tek başıma karanlık bir yolda yürümekten çok korkarım.,fear
Annem ilk SVO atağı geçirdiğinde kan sulandırıcı iğne yapılmasını geciktiren doktora çok öfkelenmiştim,anger
Doğum günü sürprizi.,happiness
İyi bir not aldığım ve yeni bir kitap aldığım zaman.,happiness
ilk defa iki yıl önce yazın olan bir depremden gerçekten çok korkmuştum. evde tek başıma kalamıyorum.,fear
İlk sezonunda hem Yunan Ligi hem Yunan Kupası şampiyonluğu yaşadı .,neutral
Büyük olaylarla onlarca metrelik dalga yükseklikleri meydana gelebilir .,neutral
Toplu taşıma araçlarında ter kokan insanlar.,disgust
İşe yaramaz birisi olacağım düşüncesi.,fear
Değer verdiğim birisi uzun bir seyahate çıkınca.,sadness
Arkadaşlarımın beni dinlemeyip dik kafalı olması.,anger
Haksızlık ve ayrımcılık yapılması.,anger
Planladığım şeyler istediğim gibi gitmediği zaman.,sadness
Yediğim yemeğin içinden kıl çıkması.,disgust
Sınavdan düşük not alınca üzülürüm.,sadness
Eşyamın izinsiz alınmasına öfkeleniyorum.,anger
Geçen gün eşofmanımdan 15 tl buldum.,happiness
Arkadaşlarımın kötü davranışları.,anger
Yalan söylemediğim halde yalancı durumuna düştüğüm zaman.,anger
Sınav notumu aileme söylemek ve çalışmadan sınava girmek.,fear
"Böcekler, karanlık ve sınavlar.",fear
Ailem ya da arkadaşlarımla sorun yaşadığım zaman üzülürüm.,sadness
Dedemin ölmesi.,sadness
Yüksek beklediğim sınavdan düşük not almak.,sadness
Çay aynı zamanda Çin Ünlü Çayı unvanına sahiptir .,neutral
Böceklerden.,fear
Çok çalışıp iyi puan alamayınca.,sadness
Yolda giderken ölmüş bir kedi görmüştüm.,sadness
Düşük beklediğim sınavdan yüksek not almak.,happiness
çocuklarımla beraber olduğumda çok mutlu hissediyorum.,happiness
İyi olmadığım derslerden iyi not almak.,happiness
Sınav sonuçlarını öğrenirken korkuyorum. Bazen de hayatım hakkında düşündüğümde ne yapacağım hakkında korkuyorum.,fear
Ekoloji ve evrimsel biyoloji geleneksel olarak matematiksel biyolojide baskın alanlar içinde yer almışlardır .,neutral
Kusmuk görmek.,disgust
evlatlarımın sağlıklarını kaybetmesinden çok korkuyorum.,fear
Bunun sonucunda pek çok Arnavut evini terk etmek zorunda kaldı .,neutral
Kardeşim ameliyat olduğu zaman.,sadness
Yüksekten korkuyorum.,fear
İnşaatta çalışırken perdenin patlaması.,fear
Ailemle birlikte vakit geçirmek.,happiness
Antrenörümün önünde smaç vurunca havalara uçtum.,happiness
Havada yakıt ikmali sayesinde kıtalar arası menzile sahiptir .,neutral
Kazılar aynı yıl Kökten tarafından bir açma ile sondaj şeklinde yapılmıştır .,neutral
FB'nin şampiyon olması.,happiness
sigara içilmesi ve boş boş konuşulmasından tiksinirim,disgust
Serserilerden.,disgust
Diğer göçmen kuşların aksine gündüz göç yollarına devam ederler .,neutral
Filmde Kemal Sunal kiralık katil rolünü canlandırmıştır .,neutral
İyi geçen yazılıdan kötü not almak.,sadness
Güneş yeryüzündeki hayatın var olması için çok önemlidir .,neutral
Peynir yemeye başlayınca çok mutlu oldum.,happiness
Babamın vefatı üzerinden uzun yıllar geçtiği halde hala çok üzüyor.,sadness
Matematik sınavı öncesi.,fear
Arkadaşla kavga edince çok öfkelendim.,anger
Kusmuk görmek.,disgust
Hayvanların öldürülmesinden tiksiniyorum.,disgust
Boğulmaktan korkarım.,fear
Arkadaşlarım biriyle dalga geçtiğinde üzüldüm.,sadness
Dedem hastalandığında.,sadness
Karanlık bir yerde tek başıma kalmak.,fear
Tam sınavların bitip okulun kapanması.,happiness
Emir verir gibi konuşulduğunda.,anger
Annemin hastalığına çok üzülüyorum.,sadness
Sınıfımın kızlarını görünce tiksindim.,disgust
İnsanlarla tartışmak ve küsmek üzer.,sadness
Geğirme sesi.,disgust
"""Bursaspor"" şampiyon olduğu zaman.",happiness
Sevdiklerimle geçirdiğim her dakika.,happiness
"Bu durum ""açık ve mevcut tehlike"" testine yol açtı .",neutral
Yalan söylendiğini anladığım zaman.,anger
Ağzını tıka basa doldurup şapırdatarak yemek yiyen,disgust
"İnsan en büyük acıyı annesini,babasını ve kardeşini kaybetmekle hissediyor. Onlar karşılıksız sevgi ve dayanılacak bir dayanak. onlarsız hayat devam ediyorsa da her zaman onları özlüyorsun.",sadness
Sıra beklerken önüme geçen teyzelere sinirleniyorum.,anger
Pis insanlar.,disgust
sevdiğim bir eşyayı kaybetmek,sadness
Belalı tiplere bulaştığımda birinin bıçak çıkarıp sokmasından tırsarım.,fear
Yalan söyleyenlerden tiksinirim.,disgust
Fizik sınavından 100 beklediğim halde 98 aldığım zaman.,sadness
"Evde bir konu hakkında karar alınırken, beni ciddiye almamaları öfkelendiriyor.",anger
Zenci adamı karanlıkta gördüğümde olduğum yerde yarım metre sıçradım.,fear
Sevdiğim insanları kayıp etmekten korkarım.,fear
Ben bir şey anlatırken karşımdaki dinliyormuş gibi yapıp sonra ne diyordun diye sormasına öfkeleniyorum.,anger
Ilk kez elimi tutan lise arkadaşımın çok genç yaşta öldüğünü duyduğumda çok üzüldüm.,sadness
Almanya birleşmeden kısa süre önce ülkeden kaçtı .,neutral
Çocuklarım hastalanınca üzüldüm.,sadness
Teog sınavından beklediğim notu almam.,happiness
Saçımla oynanması.,anger
çocuğumu ilk kucağıma aldığımda sevinçten havalara uçtum.,happiness
Dersten başarısız olmam.,sadness
Pis bırakılan tuvaletler.,disgust
İnsanların rahat hareketleri.,anger
birinin ortak olan yemeğe kendi kaşığını daldırması,disgust
Yalnız bırakılmak öfkelendirir.,anger
Güzel bir lise kazandığım zaman.,happiness
Ertesi sezon Antalyaspor ile son kez Süper Ligde mücadele etti .,neutral
Tükürük ve kusmuk gördüğüm zamanlar.,disgust
Aldığım köpeği geri vermek zorunda kaldığım zaman.,sadness
Birini kokoreç yerken görmek.,disgust
Kusmuk.,disgust
Biyoloji öğretmeninin yaptığımız bir deney sonucu hepimize 100 vereceğini söylemesi mutlu etti.,happiness
Arkamdan konuşulduğu zaman.,anger
Kusmuk görmek.,disgust
Bindiğim uçak hava boşluğuna  girdiği zaman.,fear
Ağlayan veya üzülen birini gördüğümde ben de üzülürüm.,sadness
Ölümler ve tartışmalardan üzülürüm.,sadness
bir projemin çıktığını görmek,happiness
Terli elle el sıkışmak çok tiksindirici,disgust
yaz gecelerinde balkon kapısından içeri giren yeşil böceklerden tiksiniyorum.,disgust
Yurttaki banyo ve tuvaletlerden.,disgust
Ailem ile birlikte köye gittiğimiz zaman.,happiness
Telefon aldığımda. Güzel bir kız bana asıldığında.,happiness
Önemli bir şey anlatırken karşımdakinin beni dinlememesi sinirimi bozar.,anger
Ayrıca bir önceki sezonda şampiyon olan takım kupada üst üste ikinci kez şampiyon oldu .,neutral
kolejde okuduğum zamanda devlet okulunu kazandığımı duyduğumda çok mutlu olmuştum.,happiness
"kereviz, pırasa ve dereotunu midem pek kaldırmaz",disgust
Vahşi bir hayvanla yalnız kalmak.,fear
Dengesiz ve tutarsız insanlar.,anger
arkamdan iş çevirip yüzüme gülen arkadaşlarıma çok öfkelendim.,anger
Cin konuları açıldığı zaman.,fear
Türkiye'de gerekli her şeyin yasaklanmasına.,anger
arkadaşlarımla korku filmi izlemiştik. O akşam çok korkmuştum. Korkudan uyuyamamıştım.,fear
yaşayabileceğim ve yaşamam gereken duyguları yaşayamadığımı hatırladıkça.,sadness
Düşük not almam.,sadness
Çok çalıştığım matematik sınavından 100 alınca çok mutlu oldum.,happiness
Her sabah uyandığımda üzülürüm.,sadness
Ailemi ve sokaktaki mutlu insanları gördüğümde.,happiness
Tek başımayken garip sesler duyduğumda.,fear
İnsanların beni yanlış anlayıp yargılamasına.,anger
İnsanlardan beklemediğim tepkiler görmek ve başardığımı sandığım bir şeyi aslında başaramadığımı görmek.,sadness
en yakın arkadaşım başka yere taşınınca üzüldüm,sadness
Saygısızlık ve haksızlık yapıldığı zaman öfkelenirim.,anger
Örümceklerden.,fear
Ter kokan insanlardan.,disgust
Sınavdan yüksek not alınca.,happiness
Yapabileceğim bir şeyi yapamadığım zaman.,sadness
Matematik sınavından düşük not aldığım zaman.,sadness
ailemin çocuklar arasında ayrım yapması beni üzer.,sadness
Kardeşimin kapıya sıkışan elinin iyi olacağını öğrenince mutlu oldum.,happiness
Şehir gürültüsünden uzak doğayla iç içe olduğum zaman.,happiness
Deprem olduğu an.,fear
yanımda sigara içilmesini sevmiyorum.,disgust
Yolda gördüğüm çöplerden tiksinirim.,disgust
Hakkımın yenmesine ve söz hakkı verilmemesine öfkelenirim.,anger
Birisinin karşımda gözü ile oynaması ve dişini gıcırdatması.,disgust
Değer verdiğim insanla tartışırken bana ağzına geldiğini söyledi bense çok öfkelenmeme rağmen hiçbir şey söyleyemedim.,anger
Benimle ilgili bir konu görüşülürken bana danışılmamasına kızarım.,anger
Kızımın çok emek vermesine rağmen üniversite sınavında başarısız olma ihtimali beni korkutuyor.,fear
Babamın kalp ameliyatı sırasında çok korktum.,fear
Douglas genç bir adam olarak tıp okudu .,neutral
Ancak Michael göğsüne ateş ederek onu öldürür .,neutral
Sonraki yıllarda Yüreğir Türkmen Beylerinden Ramazanoğlu ailesinin idaresine girmiştir .,neutral
Yağlı yiyeceklerden.,disgust
En önemli oyun maçında internetin gitmesi.,anger
Bahçede beslediğim kedim ezildiğinde çok üzülmüştüm.,sadness
İlerleyen yıllarda Heidelberg ve Halle üniversitelerinde öğretim üyeliği yaptı .,neutral
rüyamda gördüğüm yakışıklı çocuğu gerçek hayatta gördüğümde mutlu olurum.,happiness
Arkadaşımın dışkı yemesinden tiksindim.,disgust
benimle dalga geçilirse sinirlenirim.,anger
insanların kendini zorla ön plana çıkarma çabasından bıktım,anger
"Romalılar döneminden bu yana İskoçya bölgesi ""Kaledonya"" olarak adlandırılmaktaydı .",neutral
Uzun süre sonra eve gitmek.,happiness
Bu sezon artık Bates ailesi dağılmaya başlıyor .,neutral
Bir süre Accademia di San Luca müdürü oldu .,neutral
Yurdun pisliğinden bıktım.,disgust
kokoreç tezgahlarını gördüğümde bile çok tiksiniyorum,disgust
Yerlere tüküren insanlardan.,disgust
Babaannemin vefatı.,sadness
Küçük yaşlarda fazla belirgin olmayan hastalık yaş ilerledikçe kendini iyice göstermeye başlar .,neutral
En son kutladığım doğum günüm.,happiness
Sevdiklerimin başına kötü bir şey gelmesinden korkarım.,fear
Aslında daha önce hiç yaşamadığım bir olayın tekrarından korkarım.,fear
ilk kuzenim doğduğunda ve onu kucağıma aldığım zaman çok mutlu oldum.,happiness
Kuşumun öldüğü zaman,sadness
Yanımdaki insana bir anda bir şey olması. Mesela bayılması ya da bir yerinin kanaması gibi.,fear
Kız arkadaşım doğum günümü unuttuğunda çok öfkelendim.,anger
abimin askerliği şırnağa çıkınca çok üzülmüştüm,sadness
Yakın bir insanın hayati durumunun kritik olmasından korkarım.,fear
Üniversiteyi kazanmak.,happiness
İsteklerimin gerçekleşmesi.,happiness
Tam banyo edeceğim sırada gördüğüm böcekten tiksindim.,disgust
İnsanlar beni yönlendirdiği ve bazı şeyleri yapmamı söylediği zaman öfkelenirim.,anger
Akşam 8.00 de kordonda bisiklet binerken arkama takılan sokak köpeklerinden korktum,fear
"Tecavüz kurbanlarına ""tecavüz edilip bir köşeye fırlatılan"" ""çok genç kızlar"" da dahildi .",neutral
Resimlerinde köpek sıklıkla görülen bir diğer figürdür .,neutral
beslediğim kedilerin ölmesine çok üzüldüm ve sokakta gördüğüm aç hayvanlara çok üzülüyorum.,sadness
Yemek hane sırasında önlerde olduğum zaman.,happiness
Ailemin benimle gurur duyduklarını hissettiğim an.,happiness
Kendini beğenmişlik.,anger
Kedinin fareyi yediğini gördüğüm zaman.,disgust
Hastanelerden korkarım.,fear
Elmasın adını aynı zamanda kaşıkçı olan bu kişiden aldığı söylenmektedir .,neutral
Fakat bu girişimler çeşitli sebeplerden dolayı başarıya ulaşamadı .,neutral
Ameliyat olmuş birisinin dikişlerine bakmak tiksindiriyor.,disgust
Hep aynı yemeği yemekten tiksindim,disgust
Birisi bana yalan söylediğinde.,anger
Yanlış insana değer verdiğimde.,sadness
Yemeğimden saç çıkmasına.,disgust
İnsanları gülerken gördüğümde ve ailemle birlikte olduğumda.,happiness
Taş olanlardan günümüze kadar gelenler de mevcuttur .,neutral
Son olarak da Bizans İmparatorluğu’ndan alınan İstanbul başkent oldu .,neutral
bebeğimin anne demesi,happiness
Matematikten yüksek not alınca mutlu olurum.,happiness
arkadaşlarım ve ailem tarafından önemsendiğimi hissedince mutlu oluyorum,happiness
mutfakların pis olmasından tiksinirim,disgust
Kişisel temizliğine önem vermeyen insanlar.,disgust
Cuma günleri okuldan çıkıp ailemle film izlediğim zamanlar.,happiness
Bazı böceklerden.,fear
Anadolu Medeniyetleri müzesinde bu bölgeden çıkarılmış birçok eser bulunur .,neutral
NÖBETÇİYKEN HASTA GELMEDİĞİNDE ÇOK MUTLU OLURUM.,happiness
